ID,:,",",;,.,[,],(,),*,+,-,=,#,$,@,?,&,!,|,^,<,>,\,_
DvdM5Zpx96qKuN3cAt1y,80049,88263,5416,318,1586,1583,202,192,112,14970,132000,1433,10,15,31,1007,9,13,73,13,16,22,13,1119
Dvs1tiIfjYZJcV0dT2rS,157242,371166,30314,155995,1227,1326,5902,5829,202,93259,21231,4037,38,86,143,3299,41,41,143,109,298,78,121,5889
dW7PwfxAsy8HLFn3NXtB,14285,32079,1499,13458,645,645,175,175,41,8520,1392,1657,0,14,3,1032,0,0,8,0,2,2,0,2235
dxIuyOrCZ4qhMFz9S5sX,6076,1983,1463,5426,566,562,471,469,22,1261,5599,5823,0,5,546,385,0,0,8,0,3,3,14,6639
dYAObu2FDVoXmvTt5UjG,89678,2771,72278,88702,676,664,483,248,438,944,48166,2449,227,556,413,516,386,219,412,418,393,404,391,1683
DYifKtF806I7JjkLHZgP,198060,387077,51873,195664,3782,3837,2296,2246,659,101285,35541,9454,125,139,638,4448,141,99,209,263,272,227,236,10421
dylV8BXRwaktCjHW1o0n,136644,337468,26214,136020,494,506,2042,1982,120,85755,3029,1289,35,88,117,3036,42,43,125,168,73,128,156,3360
DZjhF1wR4cWbKLMsfUQH,542099,7155,402886,540139,5470,5488,2011,1982,1738,5600,39197,21812,1760,1703,3726,1975,1654,1739,1579,1600,1488,1598,1621,8540
DZQHOmU7IVc3KWMbzJCE,26628,14879,4031,25962,1591,1580,130,157,70,4789,6918,2931,77,60,106,768,43,82,52,59,51,61,49,4200
dzValPwcOHZhJISqyp8T,3907,393,1139,3727,31,31,57,56,4,160,4075,2427,16,16,3,599,1,5,8,0,1,1,0,387
e0ujNRMU2TxqD4rfAXaF,1280275,7873,584846,1279014,3436,3475,2678,2645,2598,4649,29607,7316,2596,2622,2697,3567,2640,2571,2599,2643,2600,2591,2759,10195
E2L74rVJjfs6qKoy50cw,45300,3688,16127,44850,1273,1275,154,138,39,1880,18340,3237,25,137,872,990,35,29,13,4,10,15,16,2988
e3HSBfTA9MXzhEN2qIpL,3818,1003,580,3557,139,139,53,53,5,362,5056,2896,0,0,1,505,0,0,8,0,3,3,0,704
E4eSC8pqYdrkWfBOtFv5,109875,3393,90102,108879,916,902,352,546,317,1312,52085,2937,461,477,324,558,315,449,283,341,304,327,313,2077
e5j9ZOvH0tJ6TAg4x2WR,145254,2028,126223,144745,767,1545,548,410,1468,2250,3110,2527,527,694,515,1896,576,631,1233,514,740,1380,692,1696
e7FhuKwUW8LfMA2bxEDl,267797,3425,228920,267578,1730,1724,1098,1107,1077,2423,8560,2014,1012,951,1052,1532,1088,1034,1013,965,1002,1072,1001,2078
E7JvkZyTKF6fhWBUrosV,3845,990,560,3592,139,139,68,68,6,379,4892,2790,0,0,1,505,0,0,8,0,1,1,0,727
E81Gh6njYcyxT9UtPK0u,903655,7878,519912,900425,4389,4213,2652,2234,2311,6767,50973,6548,18883,1872,3267,3705,1385,19210,1089,1334,1429,1266,1205,10357
E8hFMgxcp9DAb1qGwQtB,4268,428,1214,4081,20,21,62,60,8,186,4405,3528,17,15,1,579,1,5,8,0,1,1,0,468
Eazj0IX9b3PmLoA7SHg4,3902,982,570,3617,156,156,64,64,4,389,5429,2788,0,0,1,505,0,0,8,0,1,1,0,707
EbBqJ7rOtZ45nIlxhKfc,791573,4094,682966,791116,3258,3108,3068,3272,3157,3533,7099,12452,3095,3026,2980,3704,2977,3084,3244,3087,3074,3060,3044,4144
eBDOvM4fUQmy0XEhracH,1674953,101102,1334132,1673769,1260,14272,877,588,351,1728,6192,101042,99,15861,14063,2789,158,280,762,12897,269,332,363,4615
ecFS36DyA9qlifz0NCub,903597,7867,524225,900332,4390,4199,2652,2233,2331,6822,50809,6522,20359,1789,3276,3705,1424,20597,1062,1307,1449,1258,1200,10385
EdT3lQiGHbzmrX2L1NgD,121443,3205,100458,120629,742,775,551,382,628,1128,44924,2303,356,654,548,521,534,329,525,543,567,538,529,1555
Eg0QLdf5AyMFwxo1K37H,30165,42703,16728,3769,330,331,35,35,8,10986,3032,1698,310,6,701,915,314,3,12,1,1,2,12,1240
EGDX0iWUK8h2jT51sFvA,2684,708,402,2502,86,86,49,49,21,284,2608,2030,0,0,1,408,0,0,8,0,1,1,0,462
EgeBpshOLYbwyu0ZdrvX,57823,13337,11958,51742,9180,9180,369,362,241,12258,64715,40455,2,4,29,1411,0,0,11,2,15,16,62,20269
egFM4CjVl8Bz5pbN1Ux0,3246,783,504,3015,123,123,48,48,42,319,1879,2621,0,0,1,505,0,0,8,0,1,1,0,583
eGMTAm0csZLI9QbJpCUY,294720,4148,250579,293850,1549,1538,1245,1073,1311,1936,49892,2626,1047,1275,1158,1237,1187,1063,1247,1146,1198,1211,1219,2284
egnhwcvsVjWONCU8t2Ju,228674,921,198420,846,942,924,920,826,910,788,1074,973,870,890,896,928,868,891,945,904,853,935,910,880
eGwk8W6m4NIzsAaHvfx3,51026,2767,39090,50083,388,363,293,107,273,761,49588,1917,73,393,244,258,252,90,258,258,255,250,245,1558
EgymHkwfrqWDp28M7dJe,76419,6402,67187,75685,1075,1075,47,42,11,2492,3385,2372,1,4,63,391,1,1,460,32,15,6,24,3111
eh7tKw0LaQpW2mgUAOVH,87913,4521,67468,85083,558,518,319,339,289,1140,135182,803,260,265,313,556,280,270,301,295,289,297,285,3190
EhHWtoiAX4kZp3s7wVUc,158108,31612,24266,143902,20938,20948,337,338,585,21717,188781,133033,18,31,81,1702,14,15,36,5,82,89,367,46875
EI4Jgyofj8CHR0ts59Ur,2847,676,451,2642,103,103,48,48,44,288,1476,2024,0,0,1,505,0,0,8,0,1,1,0,484
EiD3lRHWhCw4zY9SjXVI,16722,14912,4588,15732,1541,1546,180,204,78,4779,7980,3266,90,76,125,915,56,90,67,59,55,61,65,4623
EIhBgus4WSiDFQney0cp,140604,46328,17232,137913,8377,8401,432,406,770,10204,31726,8110,65,72,303,2397,127,42,77,39,74,82,148,15350
EJexdbnNPfwsgUp4GCQD,3803,986,558,3561,149,149,64,64,5,379,5351,2842,0,0,1,505,0,0,8,0,1,1,0,679
ejK1lrfCdNmypPw5suUk,69248,97714,3846,224,1495,1497,1206,1209,67,19360,152864,1126,3,14,79,725,0,10,13,2,4,7,2,948
EjLnZ7ke8hyYIqxlJXD5,4251,420,1209,4078,13,14,61,60,8,174,4627,3528,16,15,1,579,2,5,8,0,1,1,0,459
ejsbn3tEcUuJAqhpgiQx,5000,873,1401,4816,162,162,52,51,7,372,4246,3258,2,1,2,544,2,2,8,0,5,3,5,522
EKmgShQsf6a9vY0znNlU,130344,2876,107605,129536,1029,962,408,626,396,1275,43134,2878,559,552,389,767,437,540,388,371,369,392,408,1820
eKRtEmTYVj5ZSNWMdcig,89510,25906,17256,86790,8377,8401,438,412,770,10218,31726,8110,65,72,303,2445,127,42,77,39,74,82,148,15387
EMK2iukONroQXYWSv547,76189,21660,16798,73755,4578,4602,424,398,639,7651,18205,7563,65,74,299,2674,127,42,77,39,73,81,142,11000
eNhamfpF47A0WXjSiTqk,233852,497315,48927,230107,6170,6182,2649,2612,722,131416,56074,11787,120,132,624,3275,124,120,234,181,254,191,193,14273
eoAlNd32LZGSPItn6mTM,79353,87592,5654,322,1676,1679,218,218,111,14869,133043,1100,63,10,37,1008,24,53,26,16,14,15,8,977
eOvS6EBmctN4K3guC15k,80210,2632,65897,79913,999,988,385,385,345,1557,9346,1293,313,295,302,817,293,289,320,334,292,311,299,1237
EoVyBA2z0NjdkWlqfMQJ,12153,3135,2359,745,1351,1351,166,166,82,2124,29506,8431,0,25,53,1407,0,0,8,0,3,3,26,4378
eoXQqrKilxvJna70cjDH,116570,155402,5772,231,2423,2424,2010,2015,167,29773,259871,1067,1,19,25,696,7,5,13,7,3,5,5,1340
epLtlBgqxYo6VuTAwf2n,3748,1002,559,3513,153,153,52,52,17,415,3352,2951,0,0,1,505,0,0,8,0,3,3,0,694
epR84xcmivMYAn0Nlkzh,903647,7830,518756,900390,4393,4208,2645,2173,2271,6761,50906,6472,18870,1769,3242,3615,1375,19129,1026,1379,1369,1213,1197,10357
ePzxjFayC48I0Xb9kuS3,91897,14871,14669,84651,8696,8691,432,430,274,13501,97091,64137,2,9,133,3610,0,8,8,5,35,31,91,25641
EQ9XCpb8NMh2ql6Ki4ky,24574,6784,7767,24141,634,637,75,68,27,2286,5719,1787,12,31,29,579,11,7,11,1,17,152,12,1672
eqMtk743YWi6Dpm2Hab1,74652,264304,1406,73614,665,665,165,164,45,66895,1798,2109,0,20,6,752,0,0,8,0,3,2,3,2481
eQVmTuqlHYXLJ6DBCsg5,17372,31996,1415,380,1144,1148,217,215,40,8457,18731,2501,0,0,214,995,2,4,9,1,1,1,14,2145
erlwZD3QgycGvFXsMpPd,1606829,7840,1181068,1604985,2918,10960,1311,1099,622,4765,18342,6895,191,8279,7395,4415,145,131,818,6707,450,369,520,8002
ers73VJzBQHoYxilUdt8,3245,450,478,2956,37,37,57,57,3,172,4756,2814,0,0,1,465,0,0,8,0,1,1,0,507
eRVLGHqrwDSMx1p8XKI9,26832,5040,3010,24681,2587,2586,75,70,190,4652,34508,5540,0,0,4,456,0,4,8,1,6,6,50,6792
ES1omtPjaYebMi0JvOny,66095,99817,32332,65587,1234,1719,34,57,208,25589,6997,4361,146,873,1,3279,93,0,8,627,24,1,205,1532
esaXkil2E04B7Y1ypNwK,69051,97558,3689,389,1481,1477,1241,1242,140,19273,150073,1042,1,14,22,1134,2,7,12,2,7,3,12,1171
ESoHvWkbZ4JgwzlFK6uA,3904,969,585,3644,138,138,63,63,4,385,5421,3008,0,0,1,505,0,0,8,0,1,1,0,714
esPBa5nQFc0qIyZ3VMhr,177818,476916,27026,176794,1133,1191,6408,6330,218,121081,12723,4649,36,49,206,3081,36,29,186,157,78,104,122,5183
et8JFZUipOPKBl3DsEGo,72946,210337,14418,71105,679,679,351,351,104,51731,38370,593,0,220,2320,5960,60,0,8,0,225,221,0,3775
EtGBOKD2bpQI3ZwJRPmc,186468,3832,84177,184869,866,963,633,718,480,1436,33754,3063,343,351,503,2544,319,351,476,394,352,415,458,5754
eTQhnbRXam27Kwqj1MUy,176571,476549,29149,175459,995,1048,5151,5109,205,121377,10850,4006,43,51,144,3630,28,26,197,111,54,74,110,5436
EtTS3Gokxb49ghP8daVf,82152,111758,3412,346,1467,1427,1443,1441,114,19042,141972,1478,4,4,20,1113,4,4,8,3,8,7,7,1460
EUsYBObJ58dXKutacDx7,792073,4213,682134,791511,3278,3328,3174,3070,3236,3537,7000,13396,3015,2959,2960,3691,3079,3083,3048,3007,3021,2973,3089,4173
EV47jvH9kYtBwocrbJ6N,2873,675,468,2645,96,96,48,48,45,278,1402,2130,0,0,1,505,0,0,8,0,1,1,0,482
EVb2miqJLBj4kTlfzwvS,1278591,10147,628772,1276029,3454,3765,3233,3669,2543,6331,53274,10586,3234,2735,2777,5396,3435,2521,2457,3773,3553,2490,3100,14121
EvjemDbI86FNan4AQf2P,4220,414,1200,4047,12,13,60,59,8,175,4398,3528,15,15,1,579,1,5,8,0,1,3,1,449
EWhzrqv2D3kBYb6SKpUl,791982,4063,682316,791439,3364,3352,3075,3002,3069,3546,7482,13350,3078,3082,3045,3608,3121,3090,3059,3002,3050,3117,3061,4196
eYCKNDlUQgs6cZOuoP4j,2821,684,440,2618,98,98,48,48,46,277,1471,1968,0,0,1,505,0,0,8,0,1,1,0,463
eYwtJkx9a6dBz7ChZb43,69509,5431,62094,69001,1416,1398,69,41,16,1940,2117,1587,9,8,265,590,11,4,780,674,226,227,677,2794
ez3yDwEmqdTGY5SMv9Z0,3931,398,1148,3753,32,32,57,56,3,162,4675,2502,16,17,1,599,1,5,8,1,2,1,1,390
EZ7FwiO2p4DCrH6SJYBT,3916,407,1165,3740,30,31,61,58,6,149,4672,2340,15,17,2,544,1,5,9,2,1,1,1,380
EZGSdcyL3bCHQaFDNo7n,14743,15920,3570,13968,1629,1624,546,182,70,4849,6998,3152,76,53,105,773,379,84,66,47,53,42,44,4639
ezHTxiry7cw5dsY6NjSZ,1467039,12337,721693,1461629,3617,3899,3665,4161,3726,6300,104860,8624,2863,3090,3743,11254,3528,2875,3380,2808,3176,2799,3011,18214
f0NLCiRGpDTU3dlZmSEs,203631,8231,84532,201119,1301,1232,773,759,542,3355,60660,5204,353,348,493,3317,330,356,305,366,388,387,451,11447
F1BvgrkuXq6zEfUsHAVG,562382,140208,128040,528787,56220,56221,1956,1893,3838,107537,836877,252232,336,282,1409,2976,406,375,234,175,343,390,17361,273168
F1Gznj82acfQMmHNRLAE,108762,28964,19967,97560,15414,15418,1833,1819,424,22402,232372,63741,6,41,564,3169,11,27,19,5,356,361,122,41773
f3QCengcsa0o7KlZyX1r,91427,6492,75147,90990,705,718,451,382,360,1975,7448,4446,353,347,327,866,321,316,329,309,320,359,349,1238
f4BqH0J1xLkYKI3TEQWm,709548,3043,574300,4185,2317,588,2692,2818,4418,2864,2859,1575,3751,2906,3446,952,4698,3501,517,5086,2022,3656,877,1194
f4jUEqOubyIYo3Fa0PVC,146793,323719,29518,144913,2405,2404,4280,4211,461,83460,26049,8767,46,108,313,3743,82,67,178,158,135,139,126,7430
F5nJCOIi49ZHxkAY2bBz,111387,29739,16609,102101,16455,16458,329,317,1241,25218,163477,50013,21,16,110,2048,15,183,16,11,33,62,166,32162
F5seRNPKIpdXGfZCzVcq,524965,7212,391018,522814,5654,5665,1847,1822,1550,5305,44931,22373,1575,1457,3576,2029,1537,1631,1503,1659,1547,1501,1812,8753
f6OSXzVv5aDQPjGYrEA0,3961,425,1185,3775,36,36,60,58,7,154,5281,2232,15,16,1,599,2,5,8,0,1,1,0,384
f7FStL5cPTXbQkoZDduC,4094,424,1206,3923,14,15,60,59,7,170,4702,3312,16,16,1,579,1,5,8,0,1,1,0,439
f7L3tzZJEbS52NTgoX9l,49307,105152,15014,48451,365,363,1069,1087,79,26964,4698,3134,64,62,67,19524,50,70,52,94,57,69,64,2045
F8bN6Gx0wTRZWsHI3XLO,2301902,2657,1671532,2300977,1062,11494,676,517,334,1964,6114,1421,77,14103,10747,2710,121,124,774,17637,314,143,302,4811
F8CeVXzxLhnjo0BHATPZ,126125,169807,6550,312,2510,2507,2150,2152,151,32440,280748,1418,13,17,25,909,12,5,18,7,15,8,5,1741
f8NM0viCIaxQbBG1c7rh,4117,483,1207,3974,16,17,57,57,6,166,5903,3204,15,16,1,544,2,5,8,0,2,2,0,429
FAVY3yOcIPEk4BdqXgr1,16863,15445,4949,16142,1314,1306,177,176,65,4492,8898,3290,50,46,92,819,34,48,56,49,35,38,42,3856
FBJC0htji5egyV1RPnHS,6406,673,2330,6073,203,205,57,57,60,362,6864,4705,9,14,7,516,8,6,10,3,18,13,13,918
fC4O8EsYumjHKJlRyPno,14833,14939,3613,14045,1651,1645,154,192,88,4853,7244,3226,90,71,116,794,53,96,73,63,62,54,59,4689
fcId81lTeFim0jMzXo6R,75300,266020,1728,74117,1546,1546,186,186,42,66773,2020,2496,0,10,3,928,0,0,8,0,2,2,0,4118
FCVlU4vTjmHoun5QE9s7,2421462,3241,1703632,2420573,1842,9029,721,390256,441,2196,9517,4278,44548,8154,6956,2498,159,44444,421,7233,249,408,604,4484
fCyAxOnr8lFhsXuNeEkt,791798,3942,682462,791248,3232,3252,3161,3252,3053,3547,7385,12500,3033,3075,3062,3621,3026,3049,3088,3087,3025,3095,3111,4150
FDHjobQnCUSs6atXldJL,4257,430,1211,4084,13,14,61,60,7,168,4636,3474,15,16,2,579,1,5,8,1,1,1,0,452
Fe4yEv8HmfLTBQuigKC6,73674,263804,1479,72854,962,962,107,107,28,67093,1403,2714,0,10,7,696,0,0,9,0,2,2,10,3001
fe9snrXGxKw1L28tDpRv,76189,25480,16799,73755,4578,4603,424,398,640,7651,18205,7563,65,74,299,2674,127,42,77,39,73,81,142,11000
fejvONdZz12cthT8xKlo,73352,263807,1067,72455,992,992,168,168,41,67040,2056,1838,0,0,3,1032,0,0,8,0,2,2,0,3049
FfmsbQcv6V3rGdDLBNXM,50750,2799,39106,49842,481,458,314,124,339,823,49154,1764,83,406,249,366,257,81,281,255,264,258,258,1489
FfvCzj8YXUbDsLVARQmG,3805,999,558,3551,154,154,52,52,15,413,3868,2895,0,0,1,505,0,0,8,0,2,2,0,716
fGL0FWUZNaCElQ8nIiJ3,129358,419751,7047,127873,1936,1945,2944,2912,357,107206,18081,4270,32,35,267,2303,24,31,20,8,74,71,9,6109
fGwEMeBFc0JUlpKHONsa,297710,112151,57016,210458,34748,34748,29096,29095,43657,42593,597833,129669,26,6342,84678,25510,7513,3,140,2,12258,12258,225,108787
FhLibeNQqV4O8acZvtJ7,14801,14936,3589,14050,1645,1639,143,184,90,4856,6860,3384,89,74,123,794,54,92,77,68,71,63,66,4676
FHMwlc0VNIkOTe54UEJL,14794,14938,3587,14011,1642,1641,150,182,80,4847,6931,3115,91,72,127,794,52,102,72,71,61,56,58,4661
fHWo9xSpPTFNQ4bRYgXE,282795,1979,242599,282716,1200,1200,1105,1210,1081,1407,4266,2268,1145,1236,1047,1629,1074,1083,1071,1134,1049,1089,1083,1383
fi4BrAl2QgjNsaubUJSE,151093,38918,25365,126984,19561,19557,1894,1901,1206,31039,227791,116018,13,2956,14048,7901,302,62,24,5,5975,5814,248,52240
FIc3eX7mViuBPKTAlCr0,21468,8595,3151,19152,5075,5074,168,165,138,9093,43509,5498,3,1,10,1136,1,1,8,0,8,6,1,9616
fipEGw4uPW2cTnos7vrM,18679,3737,3285,16895,1863,1862,133,111,187,3021,24782,6109,1,1,15,687,1,10,9,2,27,27,58,5895
fiwJGn6gUtXlk1NZoFAS,14915,14937,3613,14118,1669,1669,162,190,89,4831,8077,3439,90,73,121,792,58,102,70,63,70,57,62,4663
fj5YpGb4WZea7RCP9Llm,44991,6351,17976,42802,2544,2559,324,319,200,3165,63433,7354,50,39,143,1310,49,41,66,60,222,505,58,5348
fJNIFnjPxKEvHemRBYsg,87289,2692,72272,87047,1013,1043,396,392,367,1534,6280,1391,332,332,326,901,332,311,318,316,319,341,335,1187
FkThbmQlgnjGPdV3p8vB,2362106,3965,1448380,2360567,1667,13776,74190,859,801,2710,11639,3777,60357,26242,10995,3459,223,60406,416,10664,430,721,398,6158
FKxO8J75rj3Cs1od0yTX,3769,988,550,3510,143,143,53,53,5,355,5203,2843,0,0,1,505,0,0,8,0,2,2,0,688
FL235qiOsXfm9WlcCgzd,920845,9190,487826,917094,5321,5087,2827,2339,2367,8275,62713,9390,13009,1760,3268,3901,1392,13449,1122,1302,1442,1233,1211,12194
FLBerci0hxEK1fYtUon5,14671,15187,3553,13923,1635,1633,255,423,313,5038,8236,3266,72,55,105,777,39,81,62,50,50,42,48,4588
fljGbXsC06zBq8JZEv79,26237,75245,1573,346,962,963,196,196,43,18559,22825,2038,8,4,214,987,0,1,10,0,1,1,0,1704
FlnjSwYHGacRZVz0J1NP,4078,425,1206,3910,14,15,61,60,7,176,4476,3420,14,17,2,579,1,5,8,1,2,1,0,449
fMeAgYJFGl8HSPm7uzEI,158105,31610,24271,143894,20942,20952,337,338,586,21759,188481,133145,18,31,81,1702,14,15,36,5,82,89,367,46916
fmMK3AFYZeWEDPk4sLH5,55918,5544,19884,55099,1188,1173,114,77,18,1784,18404,2368,12,42,56,234,10,11,49,5,68,93,35,2539
fN41R9SVgavu6tQ7lreY,124524,175032,6673,791,2483,2485,2112,2108,147,34195,272477,1459,7,25,218,846,8,11,16,11,7,12,6,1793
FNAVfQgh4a6k3lUY5ZcK,87475,2730,71459,86481,695,690,318,344,305,1034,49910,1987,292,413,304,501,323,338,324,336,338,282,305,1763
FNcHdxXPKB9kVMnOzSm2,128936,1247,108967,128484,916,818,526,504,544,1421,3501,1964,641,588,571,914,539,505,470,535,494,472,550,1781
fnHDty72dWwjkXgYqUPA,109461,2202,91682,108900,662,678,495,482,465,984,22440,1949,375,611,423,910,394,394,413,409,428,396,427,1383
FNk5ufg4GxHDLUpeOBmo,1488135,13711,729723,1484741,3905,4995,4739,4858,4024,6668,73396,10528,2905,4123,3201,6879,2885,2795,3745,3338,3165,3238,3154,17536
fnuUPBWtXN7bSsMvRDem,16298,15050,4490,15417,1536,1532,181,212,75,4762,7376,3266,91,74,111,925,55,95,60,52,58,60,59,4489
FnXVjLgJDclyUw9h213B,14555,15319,3524,13835,1631,1635,581,612,278,4803,7372,3211,72,51,104,778,42,83,66,52,50,45,45,4559
FO8AGC1wIeKXcaH2gnhJ,38269,22706,9930,34248,7479,7478,4765,4757,275,9633,58015,13423,0,2,1674,1686,2,1,8,0,33,33,65,17915
foaW2s9e160A5kjJVcKx,6221,662,2266,5912,223,227,57,57,17,362,6717,4710,9,16,6,519,7,6,10,3,17,13,12,888
foWjCIUpHk4tEruJlBGc,4095,441,1216,3909,14,15,64,64,9,170,4620,3312,15,15,1,580,1,5,8,0,1,2,2,459
FP3ITxh0a4rBOp7lQZ6E,80181,88521,5455,311,1612,1612,215,212,123,15027,130607,1256,11,14,36,1023,14,20,21,11,12,15,18,1035
FpbBkjtGeV93UvlqCT5f,208805,41022,48860,190625,22555,22548,1107,1057,1000,33681,279660,92431,91,139,2014,4795,119,90,81,54,268,392,153,70433
fpGiAdaLBWESygDbOq7U,20136,2837,2387,5049,902,902,50,49,51,2265,7387,3486,3,8,25,1242,23,3,8,1,13,2,66,2668
fpiZ6no01V8gydTe4UFw,305123,3946,259432,304385,1445,1439,1281,1126,1282,1877,41636,2832,1079,1394,1249,1299,1231,1078,1192,1168,1273,1244,1161,2115
FPrCDVSpITEWtUyMuozc,16394,32976,1460,15368,1383,1383,155,155,27,9165,2095,2414,0,12,3,792,0,0,8,0,2,2,0,3651
FQLZtVfKGT83YewqPjiI,4100,426,1204,3931,18,19,61,60,7,171,4853,3312,16,17,2,579,1,5,8,1,1,1,0,439
FQv3gdPzs1ayVCXuYcWR,14891,14924,3622,14104,1651,1644,163,195,86,4833,7397,3381,90,62,121,786,52,105,81,63,69,58,61,4683
FqXM3PGfdhTr0xgj7y4R,97878,85071,45028,96870,960,959,498,493,99,22299,7940,3184,0,1,8,3840,0,4,17,1,16,14,9,3592
frcDlXdshQYGCyKa7LjA,6220,631,2230,5893,249,252,58,58,59,379,4157,4454,8,15,7,516,7,6,10,4,17,13,11,915
FrfWM0OlI5XwyoQBnutV,3858,991,563,3598,129,129,68,68,5,373,4833,2953,0,0,1,505,0,0,8,0,1,1,0,741
frgtup5NAaT9qRVDj4hO,95483,2284,78071,94783,769,707,412,440,365,1016,26384,3376,324,478,343,897,300,354,315,362,339,328,377,1634
fRGWEv9TLIUOnhj0YV35,23955,5706,6076,20991,2344,2344,411,409,177,4216,36896,8908,0,4,19,1740,0,62,8,0,293,293,253,8146
FsCzyGSN5qLRDgxh81if,4111,425,1209,3932,16,17,61,60,8,175,5292,3204,15,17,2,579,1,5,8,1,3,1,2,438
FSqi0ZaPveb5jMxtBcfs,187012,5426,85753,183947,1064,1021,921,902,523,2133,64499,5610,377,393,403,5128,335,322,330,319,329,312,423,8786
fsSkgPTQNj8LKbvAZMtG,3626,934,688,3381,234,235,57,55,5,372,3607,2736,1,2,1,506,1,2,8,2,2,2,0,604
fT4RC3LwYxDib5K1EOX6,173149,5291,78799,170785,1256,1267,785,753,547,2528,46318,7300,369,316,387,3627,313,315,366,332,340,318,458,9709
ftHnLEAd5NPxpiybvqaY,16416,6668,2499,14613,4106,4105,129,128,134,7139,33539,4859,1,1,10,895,1,0,8,0,8,6,1,7101
fTQ1XmiFekwZsISxNzlR,791629,3992,683044,791162,3267,3143,3137,3179,3104,3612,7080,12639,3016,3095,3089,3562,2971,3053,3125,2965,3108,3032,3159,4240
fTWrspAEHwnNFdCh57oV,3990,486,976,3052,270,270,399,398,163,404,3815,2191,0,0,664,1132,16,0,8,0,10,9,5,1875
fU4l7Lc8jnyxRewu1okV,13841,31528,1536,13247,473,473,115,111,30,8213,728,1798,0,7,88,672,0,0,8,0,3,2,9,1833
furjbFsqkwKzaNxB3RDL,207955,1110,177390,207692,902,958,774,791,796,1197,2227,1659,771,833,902,1191,902,859,852,858,812,820,821,1551
FvEJe7LOjwDranG2tcf9,1453999,12505,718201,1450946,3831,4013,3433,3435,3370,6007,85500,8626,4077,3199,3715,8868,3183,2782,3206,2874,3966,3120,3010,14656
FVmO980BKzIHYiGUscDx,13451,2838,2366,11112,1422,1422,617,617,311,2386,13904,7821,0,10,1864,1961,53,0,8,0,9,9,1,4980
Fw3QCzKGsD9e86pgLiIm,532416,6935,394732,530267,5261,5331,1955,1983,1707,5270,45002,22427,1714,1646,3606,2307,1698,1680,1521,1564,1724,1760,1636,8473
FWLJQbmnM2URyBv4P38O,27722,15539,4583,27065,1583,1569,176,205,98,4689,9367,3021,64,59,132,799,69,73,52,46,80,99,33,4185
fy0va8HcFThxnBX5UMbE,210472,41925,51110,192697,22589,22582,1238,1188,1224,37017,304354,80991,91,140,2016,4832,122,90,82,54,472,596,207,76642
fYECMU3kwa4u1rgtNPod,14738,14927,3611,13973,1641,1635,137,178,71,4817,7148,3378,68,56,164,837,36,82,56,49,113,101,46,4600
FyIcXN7Z6SQojdgntUD9,3827,988,548,3573,137,137,65,65,5,356,4981,2841,0,0,1,505,0,0,8,0,1,1,0,680
FZhGnySKIx4prT8YmNWR,16017,33914,1851,14949,932,932,183,176,25,8133,1220,2339,0,13,9,768,0,0,9,0,2,2,7,3248
g2pvrdbPVLKz408xBXef,75206,22237,20906,57127,9047,9047,10693,10693,5416,12191,112497,44267,0,0,20800,7143,145,4,8,0,1,1,42,26124
g2xuLl8TswtIEb7SqfXD,222685,89259,32394,200882,68525,68525,512,503,784,97652,525314,82300,34,51,986,6382,60,54,22,900,82,82,128,93599
G37jI5Fu8YEJVgWhiKCQ,53043,9871,8495,48487,5597,5600,226,217,312,8543,72081,21629,0,3,123,2514,0,6,8,1,37,36,127,15859
G54U96frYb2CLIOSpMyX,94387,353,78623,330,322,301,354,340,351,317,518,404,368,333,348,361,317,335,371,366,343,436,339,335
G68a2QiCMsvf9JUWdlND,4080,416,1204,3914,12,13,60,60,8,171,4554,3420,15,18,1,580,1,5,8,0,1,1,0,445
g6YuB4D2RCwjUHmW31GZ,211393,13081,85162,207929,1962,1867,965,873,727,4752,78926,8593,325,322,465,3433,333,397,448,455,353,357,746,16730
g6ZYW8n9iJToNFMS7QAy,29886,8672,7438,23405,2782,2782,3634,3634,1997,4251,38559,15197,0,0,5898,3075,129,0,8,0,46,44,66,11792
g7qEpdzW3mhFL1Tf0kHV,26487,14883,4019,25850,1572,1556,117,161,72,4796,7128,2931,78,53,108,767,51,75,62,56,54,58,50,4200
G8ukS97hQUnO13ZIXoLM,17378,17033,4760,16628,1620,1629,177,188,60,4642,12994,3393,39,46,92,736,28,48,51,36,39,31,31,4605
g92uBMP7wqGFvszXjQot,6407,661,2332,6077,238,241,57,57,60,417,7003,4707,8,15,7,516,7,6,10,5,17,13,11,933
g937V6FUYlT0PybHMEin,91067,3131,73239,90019,932,884,254,468,270,1257,55178,2456,393,357,242,612,219,395,270,217,241,227,203,1995
G9ItnR8HegBwlxEjDy6m,4091,422,1208,3922,17,18,61,60,7,173,4695,3258,17,15,2,544,1,5,8,0,2,2,0,436
G9jfR1PvIhwMx2Wts43b,80268,2735,65769,79985,1006,998,361,354,329,1627,8582,1281,311,276,277,773,308,309,303,289,298,280,288,1266
g9MVAiYzLpkEl81buc4W,70120,264832,1138,69539,586,586,185,185,29,65119,1247,2110,0,7,3,728,0,0,8,0,2,2,0,2090
G9MXfcb4iVKa3BeN1SLg,3573,915,694,3343,228,229,58,60,7,348,3538,2786,2,1,3,506,0,3,9,2,1,2,2,586
